Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Last Funding Date,Classifier
MoA Technology Ltd,https://www.crunchbase.com/organization/moa-technology-ltd,"Agriculture, Machinery Manufacturing","Leeds, Leeds, United Kingdom",MoA Technology Ltd has developed an innovative approach for the discovery of agricultural technologies.,6300000,GBP,7640763,8/19/19,N
Dashl,https://www.crunchbase.com/organization/dashl,"Apps, E-Commerce, Fashion, Health Care, Internet, Leisure, Lifestyle","Stockholm, Stockholms Lan, Sweden",A digital hair and beauty booking platform.,17500000,SEK,1878227,8/19/19,N
MagicPrice,https://www.crunchbase.com/organization/sora,"B2B, E-Commerce, Hotel, Travel","Tokyo, Tokyo, Japan",MagicPrice is an online service that compares prices of various hotels and inns.,80000000,JPY,710152,8/19/19,N
HERP,https://www.crunchbase.com/organization/herp,"Management Consulting, Outsourcing","Tokyo, Tokyo, Japan",HERP is a recruitment management platform.,470000000,JPY,4405719,8/19/19,N
Starship Technologies,https://www.crunchbase.com/organization/starship-technologies,"Artificial Intelligence, Delivery Service, Food Delivery, Robotics, Transportation","San Francisco, California, United States",Starship Technologies is a robotics company building a network of autonomous delivery robots ready to serve you.,82200000,USD,82200000,8/20/19,Y
Homeis,https://www.crunchbase.com/organization/homeis,"Communities, Private Social Networking, Social Network","New York, New York, United States",Homeis develops a software platform that builds a better Internet for immigrants.,16000000,USD,16000000,8/20/19,N
Sensative,https://www.crunchbase.com/organization/sensative-ab,"Cloud Data Services, Consumer, Consumer Electronics, Internet of Things, Sensor, Smart Building, Smart Cities, Smart Home","Lund, Skane Lan, Sweden","We transform the smart property market by providing the horizontal OS, unique sensors and ecosystem of more devices and service providers",3779284,USD,3779284,8/20/19,N
Enpal,https://www.crunchbase.com/organization/enpal,"Energy, Environmental Consulting, Renewable Energy, Solar","Berlin, Berlin, Germany",Enpal is a solar energy company.,,,,8/20/19,Y
Crossbeam,https://www.crunchbase.com/organization/crossbeam,"Analytics, Business Development, SaaS, Software","Philadelphia, Pennsylvania, United States",Crossbeam is a collaborative data platform that helps companies build more valuable partnerships.,15850000,USD,15850000,8/21/19,N
Fund That Flip,https://www.crunchbase.com/organization/fund-that-flip,"Crowdfunding, FinTech, Lending, Real Estate, Real Estate Investment, Residential","New York, New York, United States","Fund That Flip provides fast, convenient, and affordable capital for experienced real estate investors.",13040000,USD,13040000,8/21/19,N
vPhrase,https://www.crunchbase.com/organization/vphrase,"Analytics, Artificial Intelligence, Big Data, Information Technology","Mumbai, Maharashtra, India","They help companies communicate insights from their data, in a personalised way, at scale.",2000000,USD,2000000,8/21/19,N
Sportskeeda,https://www.crunchbase.com/organization/absolute-sports-pvt-ltd,"Blogging Platforms, Sports, Video Streaming","Bangalore, Karnataka, India",Sportskeeda App is your home for exclusive sports content. Personalize your app to receive alerts for your favorite teams and leagues.,2720000,USD,2720000,8/21/19,N
TriEye,https://www.crunchbase.com/organization/trieye,"Developer Platform, Semiconductor","Tel Aviv, Tel Aviv, Israel",TriEye is a semiconductor startup developing disruptive SWIR (Short Wave Infrared) imaging solution.,22000000,USD,22000000,8/21/19,N
Kobiton,https://www.crunchbase.com/organization/kobiton-inc,"Android, iOS, Mobile, Software","Atlanta, Georgia, United States","Mobile device cloud empowering devs to build great products. Access real devices, run manual or automated scripts, & identify issues faster.",8200000,USD,8200000,8/21/19,N
Zhizu Tech,https://www.crunchbase.com/organization/zhizu-tech,"Automotive, Logistics, Rental","Shanghai, Shanghai, China",Zhizu Tech is a smart service provider and vehicle networking software service provider,100000000,CNY,14157688,8/21/19,N
Bungii,https://www.crunchbase.com/organization/bungii,"Mobile Apps, Ride Sharing, Software","Kansas City, Missouri, United States","Bungii is the ""Uber for pickup trucks"" to help move, haul, and deliver your stuff around town. ",13400000,USD,13400000,8/22/19,Y
The CareVoice,https://www.crunchbase.com/organization/the-carevoice,"Apps, Health Care, Health Insurance, InsurTech","Shanghai, Shanghai, China",The CareVoice is a health InsurTech company that provides a mobile-based data-driven SaaS platform.,13130000,USD,13130000,8/22/19,N
MacroFab,https://www.crunchbase.com/organization/macrofab,"Hardware, Internet of Things, Manufacturing, Marketplace","Houston, Texas, United States","Marketplace for electronics manufacturing from prototype to high scale production,",12312627,USD,12312627,8/22/19,N
Internet Distribution Systems (IDS LLC.),https://www.crunchbase.com/organization/internet-distribution-systems-ids-inc,"Adventure Travel, Air Transportation, Business Travel, Hotel, Leisure, Loyalty Programs, Online Portals, Software, Travel, Vacation Rental","Woodland Hills, California, United States","Internet Distribution Systems provides cutting-edge technology, covering all travel services & real-time access to NET rates.",20400000,USD,20400000,8/22/19,N
backstitch,https://www.crunchbase.com/organization/backstitch,"Enterprise Software, Human Resources, Public Relations, Unified Communications","Detroit, Michigan, United States",Content Marketing meets Employee Communications,300000,USD,300000,8/22/19,N
Putian Cool Drink,https://www.crunchbase.com/organization/putian-cool-drink,"Food and Beverage, Wine And Spirits","Beijing, Beijing, China",Putian Cool Drink is a plum wine brand.,3016000,USD,3016000,8/22/19,N
Daupler,https://www.crunchbase.com/organization/daupler,"CRM, GovTech, Information Technology, Robotics, Software","Kansas City, Missouri, United States",Daupler is a first response platform for public works and water utilities.,,,,8/22/19,N
FURRYTAIL,https://www.crunchbase.com/organization/furrytail,"Retail, Supply Chain Management","Hangzhou, Zhejiang, China",FURRYTAIL is a pets' lifestyle products brand.,80000000,CNY,11273957,8/23/19,N
Perfobur,https://www.crunchbase.com/organization/perfobur-inc,"Energy, Oil and Gas","Moscow, Moscow City, Russian Federation",Perfobur is a symbiosis of two technological directions that are targeting integrated result – production increase.,1400000,USD,1400000,8/23/19,N
Skylight,https://www.crunchbase.com/organization/skylight-4,"Construction, Home Renovation, Internet, Project Management","San Francisco, California, United States",Fully integrated and technology powered home renovation service,13817643,USD,13817643,8/26/19,N
ISINA,https://www.crunchbase.com/organization/isina,Music,"Los Angeles, California, United States",is the world's first decentralized online platform for searching and developing musical talent throughout the globe.,2850000,USD,2850000,8/26/19,N
VoiceOps,https://www.crunchbase.com/organization/clover-intelligence,"Artificial Intelligence, Business Development, Call Center, CRM, SaaS, Sales, Sales Automation, Software","San Francisco, California, United States",VoiceOps is the AI coaching & training platform,11100000,USD,11100000,8/27/19,N
Tesorio,https://www.crunchbase.com/organization/tesorio,"Finance, Financial Services, Marketing Automation, Software","Burlingame, California, United States","Tesorio is the cash flow performance platform, which Accounts Receivable, Treasury, and FP&A teams use to manage, predict, and collect cash.",16902965,USD,16902965,8/27/19,N
Peerwell,https://www.crunchbase.com/organization/peerwell,"Health Care, Medical, Personal Health","San Francisco, California, United States",PeerWell is a digital health company that focuses on helping people throughout their musculoskeletal journey.,9130000,USD,9130000,8/27/19,N
Advanced Farm Technologies,https://www.crunchbase.com/organization/advanced-farm-technologies,"Agriculture, AgTech, Farming, Robotics","Davis, California, United States",Advanced Farm Technologies is a developer of robotic strawberry harvester.,9199994,USD,9199994,8/27/19,N
Interface Fluidics,https://www.crunchbase.com/organization/interface-fluidics,"Innovation Management, Nanotechnology, Oil and Gas","Edmonton, Alberta, Canada",Interface Fluidics is an international technology company offering innovative reservoir fluid analysis services.,4500000,USD,4500000,8/27/19,N
Hawthorne,https://www.crunchbase.com/organization/hawthorne-2,"Beauty, Consumer Goods, Fashion, Personal Health","New York, New York, United States","Hawthorne is creating the next generation of men's personal care – one that is more personal, empowering, and comfortable.",10200000,USD,10200000,8/28/19,N
Fitternity,https://www.crunchbase.com/organization/fitternity,"Fitness, Health Care, Wellness","Pune, Maharashtra, India",India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey.,7500000,USD,7500000,8/28/19,N
ReadMe,https://www.crunchbase.com/organization/readme-io,"Communities, Developer APIs, Document Management","San Francisco, California, United States","ReadMe provides every company the ability to quickly create beautiful documentation, and build loyal, productive developer communities.",10120000,USD,10120000,8/28/19,N
Koru Kids,https://www.crunchbase.com/organization/koru-kids,"Child Care, Health Care, Information Technology","London, England, United Kingdom","Koru Kids is a building better childcare services, starting with nanny sharing in London.",14100000,GBP,17679192,8/28/19,N
Inkitt,https://www.crunchbase.com/organization/inkitt,"Analytics, Content, Publishing","Berlin, Berlin, Germany",Inkitt is a digital publishing platform that uses a computer algorithm to predict book success based on reader behavior.,21000000,USD,21000000,8/28/19,N
Urbvan,https://www.crunchbase.com/organization/urbvan,"Apps, Public Transportation, Transportation","Mexico City, Distrito Federal, Mexico",Urbvan is an App-based mass transit mobility network that smartly connects inner-city commuting.,11182000,USD,11182000,8/28/19,Y
ClickIPO,https://www.crunchbase.com/organization/clickipo,"Financial Services, Retail, Security, Software","Scottsdale, Arizona, United States",ClickIPO is the world’s first industry utility for optimizing retail distribution of IPO and Secondary Offerings.,5675001,USD,5675001,8/28/19,N
CoinVoice,https://www.crunchbase.com/organization/coinvoice,Blockchain,"Guangzhou, Guangdong, China","A Blockchain Platform based in Guangzhou,China.",,,,8/28/19,N
Cinemood,https://www.crunchbase.com/organization/cinemood,"Consumer Electronics, Consumer Goods, Media and Entertainment, Toys","Palo Alto, California, United States",CINEMOOD is a developer of mini cinema portable projectors designed to offer a content platform for kids.,16833447,USD,16833447,8/29/19,N
Left Hand Robotics,https://www.crunchbase.com/organization/left-hand-robotics,"Machinery Manufacturing, Robotics","Longmont, Colorado, United States","Left Hand Robotics has developed the commercial-class, self-driving snow clearing robot.",7300000,USD,7300000,8/29/19,Y
Taylor & Hart,https://www.crunchbase.com/organization/rare-pink,"E-Commerce, Fashion, Jewelry, Retail","London, England, United Kingdom","Taylor & Hart make proposing with a custom designed, high quality engagement ring, easy, affordable and enjoyable.",5080186,USD,5080186,8/29/19,N
AgroSpheres,https://www.crunchbase.com/organization/agrospheres,"Agriculture, Chemical, Industrial","Charlottesville, Virginia, United States",AgroSpheres is developing novel nanotechnologies aiming to set a new standard for bio-based delivery of active ingredients.,5177400,USD,5177400,8/29/19,N
